107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
114955,51,תל אביב ,5000,תל אביב - יפו ,13429,רוזנשטין אברהם ברוך ,synonym of 4673 ,4673
114956,51,תל אביב ,5000,תל אביב - יפו ,13430,אברהם רוזנשטיין ,synonym of 4673 ,4673
114957,51,תל אביב ,5000,תל אביב - יפו ,4674 ,רח 3876 ,official ,4674
114958,51,תל אביב ,5000,תל אביב - יפו ,4675 ,סנהדראי טובה ,official ,4675
114959,51,תל אביב ,5000,תל אביב - יפו ,13431,רח 4876 ,synonym of 4675 ,4675
114960,51,תל אביב ,5000,תל אביב - יפו ,13432,סנהדראי ,synonym of 4675 ,4675
114961,51,תל אביב ,5000,תל אביב - יפו ,13433,טובה סנהדראי ,synonym of 4675 ,4675
114962,51,תל אביב ,5000,תל אביב - יפו ,4676 ,רח 1286 ,official ,4676
114963,51,תל אביב ,5000,תל אביב - יפו ,4677 ,נאמן יובל פרופ' ,official ,4677
114964,51,תל אביב ,5000,תל אביב - יפו ,13434,רח 2286 ,synonym of 4677 ,4677
114965,51,תל אביב ,5000,תל אביב - יפו ,13435,פרופ' נאמן יובל ,synonym of 4677 ,4677
114966,51,תל אביב ,5000,תל אביב - יפו ,13436,פרופ' יובל נאמן ,synonym of 4677 ,4677
114967,51,תל אביב ,5000,תל אביב - יפו ,13437,יובל נאמן פרופ' ,synonym of 4677 ,4677
114968,51,תל אביב ,5000,תל אביב - יפו ,13438,יובל נאמן ,synonym of 4677 ,4677
114969,51,תל אביב ,5000,תל אביב - יפו ,13439,נאמן יובל ,synonym of 4677 ,4677
114970,51,תל אביב ,5000,תל אביב - יפו ,4678 ,ריבולוב מנחם ,official ,4678
114971,51,תל אביב ,5000,תל אביב - יפו ,13440,רח 4196 ,synonym of 4678 ,4678
114972,51,תל אביב ,5000,תל אביב - יפו ,13441,ריבולוב ,synonym of 4678 ,4678
114973,51,תל אביב ,5000,תל אביב - יפו ,13442,מנחם ריבולוב ,synonym of 4678 ,4678
114974,51,תל אביב ,5000,תל אביב - יפו ,4679 ,רח 2296 ,official ,4679
114975,51,תל אביב ,5000,תל אביב - יפו ,4680 ,רח 3896 ,official ,4680
114976,51,תל אביב ,5000,תל אביב - יפו ,4681 ,רח 2307 ,official ,4681
114977,51,תל אביב ,5000,תל אביב - יפו ,4682 ,רח 4886 ,official ,4682
114978,51,תל אביב ,5000,תל אביב - יפו ,4683 ,רח 2217 ,official ,4683
114979,51,תל אביב ,5000,תל אביב - יפו ,4684 ,משה )שלוש( ,official ,4684
114980,51,תל אביב ,5000,תל אביב - יפו ,13443,רח 2317 ,synonym of 4684 ,4684
114981,51,תל אביב ,5000,תל אביב - יפו ,13444,משה שלוש ,synonym of 4684 ,4684
114982,51,תל אביב ,5000,תל אביב - יפו ,13445,שלוש משה ,synonym of 4684 ,4684
114983,51,תל אביב ,5000,תל אביב - יפו ,4685 ,רח 3817 ,official ,4685
114984,51,תל אביב ,5000,תל אביב - יפו ,4686 ,רח 4227 ,official ,4686
114985,51,תל אביב ,5000,תל אביב - יפו ,4687 ,ויטנברג יצחק ,official ,4687
114986,51,תל אביב ,5000,תל אביב - יפו ,13446,רח 2327 ,synonym of 4687 ,4687
114987,51,תל אביב ,5000,תל אביב - יפו ,13447,ויטנברג ,synonym of 4687 ,4687
114988,51,תל אביב ,5000,תל אביב - יפו ,13448,יצחק ויטנברג ,synonym of 4687 ,4687
114989,51,תל אביב ,5000,תל אביב - יפו ,13449,יצחק לאו ויטנברג ,synonym of 4687 ,4687
114990,51,תל אביב ,5000,תל אביב - יפו ,4688 ,רח 4827 ,official ,4688
114991,51,תל אביב ,5000,תל אביב - יפו ,4689 ,שרון אריה ,official ,4689
114992,51,תל אביב ,5000,תל אביב - יפו ,13450,רח 2337 ,synonym of 4689 ,4689
114993,51,תל אביב ,5000,תל אביב - יפו ,13451,אריה שרון ,synonym of 4689 ,4689
114994,51,תל אביב ,5000,תל אביב - יפו ,13452,אדיכל אריה שרון ,synonym of 4689 ,4689
114995,51,תל אביב ,5000,תל אביב - יפו ,4690 ,רח 3837 ,official ,4690
114996,51,תל אביב ,5000,תל אביב - יפו ,4691 ,זקש נלי ,official ,4691
114997,51,תל אביב ,5000,תל אביב - יפו ,13453,רח 2347 ,synonym of 4691 ,4691
114998,51,תל אביב ,5000,תל אביב - יפו ,13454,זקש ,synonym of 4691 ,4691
114999,51,תל אביב ,5000,תל אביב - יפו ,13455,נלי זקש ,synonym of 4691 ,4691
115000,51,תל אביב ,5000,תל אביב - יפו ,13456,זקש נלי ,synonym of 4691 ,4691
115001,51,תל אביב ,5000,תל אביב - יפו ,13457,נלי זקש ,synonym of 4691 ,4691
115002,51,תל אביב ,5000,תל אביב - יפו ,13458,זקש ,synonym of 4691 ,4691
115003,51,תל אביב ,5000,תל אביב - יפו ,4693 ,קול משה ,official ,4693
115004,51,תל אביב ,5000,תל אביב - יפו ,13459,רח 2257 ,synonym of 4693 ,4693
115005,51,תל אביב ,5000,תל אביב - יפו ,13460,משה קול ,synonym of 4693 ,4693
115006,51,תל אביב ,5000,תל אביב - יפו ,4694 ,רח 3857 ,official ,4694
115007,51,תל אביב ,5000,תל אביב - יפו ,4695 ,רח 4857 ,official ,4695
115008,51,תל אביב ,5000,תל אביב - יפו ,4696 ,אלמוג דוד ,official ,4696
115009,51,תל אביב ,5000,תל אביב - יפו ,13461,רח 3867 ,synonym of 4696 ,4696
115010,51,תל אביב ,5000,תל אביב - יפו ,13462,דוד אלמוג ,synonym of 4696 ,4696
115011,51,תל אביב ,5000,תל אביב - יפו ,4697 ,אורלוב חנה ,official ,4697
115012,51,תל אביב ,5000,תל אביב - יפו ,13463,רח 2277 ,synonym of 4697 ,4697
115013,51,תל אביב ,5000,תל אביב - יפו ,13464,אורלוב ,synonym of 4697 ,4697
115014,51,תל אביב ,5000,תל אביב - יפו ,13465,חנה אורלוב ,synonym of 4697 ,4697
115015,51,תל אביב ,5000,תל אביב - יפו ,13466,אורלוף ,synonym of 4697 ,4697
115016,51,תל אביב ,5000,תל אביב - יפו ,13467,חנה אורלוף ,synonym of 4697 ,4697
115017,51,תל אביב ,5000,תל אביב - יפו ,4698 ,רח 3777 ,official ,4698
115018,51,תל אביב ,5000,תל אביב - יפו ,4699 ,רח 3877 ,official ,4699
115019,51,תל אביב ,5000,תל אביב - יפו ,4700 ,רח 4877 ,official ,4700
115020,51,תל אביב ,5000,תל אביב - יפו ,4701 ,שטרייכמן יחזקאל ,official ,4701
115021,51,תל אביב ,5000,תל אביב - יפו ,13468,רח 2287 ,synonym of 4701 ,4701
115022,51,תל אביב ,5000,תל אביב - יפו ,13469,שטרייכמן ,synonym of 4701 ,4701
115023,51,תל אביב ,5000,תל אביב - יפו ,13470,יחזקאל שטרייכמן ,synonym of 4701 ,4701
115024,51,תל אביב ,5000,תל אביב - יפו ,4702 ,רח 2297 ,official ,4702
115025,51,תל אביב ,5000,תל אביב - יפו ,4703 ,רח 3897 ,official ,4703
115026,51,תל אביב ,5000,תל אביב - יפו ,4704 ,רח 4208 ,official ,4704
115027,51,תל אביב ,5000,תל אביב - יפו ,4705 ,רח 2308 ,official ,4705
115028,51,תל אביב ,5000,תל אביב - יפו ,4706 ,איזמוזי'ק לאה ודויד ,official ,4706
115029,51,תל אביב ,5000,תל אביב - יפו ,13471,רח 2318 ,synonym of 4706 ,4706
115030,51,תל אביב ,5000,תל אביב - יפו ,13472,לאה ודויד איזמוזי'ק ,synonym of 4706 ,4706
115031,51,תל אביב ,5000,תל אביב - יפו ,13473,דויד ולאה איזמוזי'ק ,synonym of 4706 ,4706
115032,51,תל אביב ,5000,תל אביב - יפו ,13474,איזמוז'יק דוד ולאה ,synonym of 4706 ,4706
115033,51,תל אביב ,5000,תל אביב - יפו ,13475,איזמוז'יק לאה ודוד ,synonym of 4706 ,4706
115034,51,תל אביב ,5000,תל אביב - יפו ,4707 ,רח 3818 ,official ,4707
115035,51,תל אביב ,5000,תל אביב - יפו ,4708 ,רח 2228 ,official ,4708
115036,51,תל אביב ,5000,תל אביב - יפו ,4709 ,רח 4228 ,official ,4709
115037,51,תל אביב ,5000,תל אביב - יפו ,4710 ,ברוידס אברהם ,official ,4710
115038,51,תל אביב ,5000,תל אביב - יפו ,13476,רח 2328 ,synonym of 4710 ,4710
115039,51,תל אביב ,5000,תל אביב - יפו ,13477,אברהם ברוידס ,synonym of 4710 ,4710
115040,51,תל אביב ,5000,תל אביב - יפו ,13478,ברוידס ,synonym of 4710 ,4710
115041,51,תל אביב ,5000,תל אביב - יפו ,4711 ,רח 4828 ,official ,4711
115042,51,תל אביב ,5000,תל אביב - יפו ,4713 ,רח 3838 ,official ,4713
115043,51,תל אביב ,5000,תל אביב - יפו ,4714 ,רח 4838 ,official ,4714
115044,51,תל אביב ,5000,תל אביב - יפו ,4716 ,נרקיס עוזי ,official ,4716
115045,51,תל אביב ,5000,תל אביב - יפו ,13479,רח 2348 ,synonym of 4716 ,4716
115046,51,תל אביב ,5000,תל אביב - יפו ,13480,עוזי נרקיס ,synonym of 4716 ,4716
115047,51,תל אביב ,5000,תל אביב - יפו ,13481,נרקיס ,synonym of 4716 ,4716
115048,51,תל אביב ,5000,תל אביב - יפו ,4717 ,רח 3848 ,official ,4717
115049,51,תל אביב ,5000,תל אביב - יפו ,4718 ,רח 4158 ,official ,4718
115050,51,תל אביב ,5000,תל אביב - יפו ,4719 ,רח 3858 ,official ,4719
115051,51,תל אביב ,5000,תל אביב - יפו ,4720 ,רח 4858 ,official ,4720
115052,51,תל אביב ,5000,תל אביב - יפו ,4721 ,מאור משה ,official ,4721
115053,51,תל אביב ,5000,תל אביב - יפו ,13482,רח 3568 ,synonym of 4721 ,4721
115054,51,תל אביב ,5000,תל אביב - יפו ,13483,משה מאור ,synonym of 4721 ,4721
115055,51,תל אביב ,5000,תל אביב - יפו ,4722 ,רח 3768 ,official ,4722
115056,51,תל אביב ,5000,תל אביב - יפו ,4723 ,ברלין ישעיהו ,official ,4723
115057,51,תל אביב ,5000,תל אביב - יפו ,13484,רח 3868 ,synonym of 4723 ,4723
115058,51,תל אביב ,5000,תל אביב - יפו ,13485,ישעיהו ברלין ,synonym of 4723 ,4723
115059,51,תל אביב ,5000,תל אביב - יפו ,13486,סר ישעיהו ברלין ,synonym of 4723 ,4723
115060,51,תל אביב ,5000,תל אביב - יפו ,4724 ,רח 4868 ,official ,4724
115061,51,תל אביב ,5000,תל אביב - יפו ,4725 ,רח 3878 ,official ,4725
115062,51,תל אביב ,5000,תל אביב - יפו ,4726 ,רח 2188 ,official ,4726
115063,51,תל אביב ,5000,תל אביב - יפו ,4727 ,רח 1288 ,official ,4727
115064,51,תל אביב ,5000,תל אביב - יפו ,4728 ,רובינשטיין ארתור ,official ,4728
115065,51,תל אביב ,5000,תל אביב - יפו ,13487,רח 2288 ,synonym of 4728 ,4728
115066,51,תל אביב ,5000,תל אביב - יפו ,13488,ארתור רובינשטיין ,synonym of 4728 ,4728
115067,51,תל אביב ,5000,תל אביב - יפו ,4729 ,רח 2298 ,official ,4729
115068,51,תל אביב ,5000,תל אביב - יפו ,4730 ,רח 3898 ,official ,4730
115069,51,תל אביב ,5000,תל אביב - יפו ,4731 ,רח 2209 ,official ,4731
115070,51,תל אביב ,5000,תל אביב - יפו ,4732 ,רח 2309 ,official ,4732
115071,51,תל אביב ,5000,תל אביב - יפו ,4733 ,וינשטיין נחום ,official ,4733
115072,51,תל אביב ,5000,תל אביב - יפו ,13489,רח 2319 ,synonym of 4733 ,4733
115073,51,תל אביב ,5000,תל אביב - יפו ,13490,וינשטיין ,synonym of 4733 ,4733
115074,51,תל אביב ,5000,תל אביב - יפו ,13491,נחום וינשטיין ,synonym of 4733 ,4733
115075,51,תל אביב ,5000,תל אביב - יפו ,13492,ויינשטיין ,synonym of 4733 ,4733
115076,51,תל אביב ,5000,תל אביב - יפו ,4734 ,רח 3619 ,official ,4734
115077,51,תל אביב ,5000,תל אביב - יפו ,4735 ,רח 3029 ,official ,4735
115078,51,תל אביב ,5000,תל אביב - יפו ,4736 ,רח 3129 ,official ,4736
115079,51,תל אביב ,5000,תל אביב - יפו ,4737 ,רח 2229 ,official ,4737
115080,51,תל אביב ,5000,תל אביב - יפו ,4738 ,אברך ישעיהו ,official ,4738
115081,51,תל אביב ,5000,תל אביב - יפו ,13493,רח 2329 ,synonym of 4738 ,4738
115082,51,תל אביב ,5000,תל אביב - יפו ,13494,ישעיהו אברך ,synonym of 4738 ,4738
115083,51,תל אביב ,5000,תל אביב - יפו ,13495,אברך ,synonym of 4738 ,4738
115084,51,תל אביב ,5000,תל אביב - יפו ,4739 ,רח 3429 ,official ,4739
115085,51,תל אביב ,5000,תל אביב - יפו ,4740 ,ויטלה מאוריציו ,official ,4740
115086,51,תל אביב ,5000,תל אביב - יפו ,13496,רח 2239 ,synonym of 4740 ,4740
115087,51,תל אביב ,5000,תל אביב - יפו ,13497,ויטלה ,synonym of 4740 ,4740
115088,51,תל אביב ,5000,תל אביב - יפו ,13498,מאוריציו ויטלה ,synonym of 4740 ,4740
115089,51,תל אביב ,5000,תל אביב - יפו ,4741 ,פרלשטיין יצחק ,official ,4741
115090,51,תל אביב ,5000,תל אביב - יפו ,13499,רח 2339 ,synonym of 4741 ,4741
115091,51,תל אביב ,5000,תל אביב - יפו ,13500,יצחק פרלשטיין ,synonym of 4741 ,4741
115092,51,תל אביב ,5000,תל אביב - יפו ,4742 ,רח 4839 ,official ,4742
115093,51,תל אביב ,5000,תל אביב - יפו ,4744 ,מקס ברוד ,official ,4744
115094,51,תל אביב ,5000,תל אביב - יפו ,13501,רח 2259 ,synonym of 4744 ,4744
115095,51,תל אביב ,5000,תל אביב - יפו ,13502,מכס ברוד ,synonym of 4744 ,4744
115096,51,תל אביב ,5000,תל אביב - יפו ,13503,ברוד מכס ,synonym of 4744 ,4744
115097,51,תל אביב ,5000,תל אביב - יפו ,13504,ברוד מקס ,synonym of 4744 ,4744
115098,51,תל אביב ,5000,תל אביב - יפו ,13505,ברוד ,synonym of 4744 ,4744
115099,51,תל אביב ,5000,תל אביב - יפו ,4746 ,רח 4859 ,official ,4746
115100,51,תל אביב ,5000,תל אביב - יפו ,4747 ,רח 2169 ,official ,4747
115101,51,תל אביב ,5000,תל אביב - יפו ,4748 ,פרייגרזון צבי ,official ,4748
115102,51,תל אביב ,5000,תל אביב - יפו ,13506,רח 3769 ,synonym of 4748 ,4748
115103,51,תל אביב ,5000,תל אביב - יפו ,13507,פרייגרזון ,synonym of 4748 ,4748
115104,51,תל אביב ,5000,תל אביב - יפו ,13508,צבי פרייגרזון ,synonym of 4748 ,4748
115105,51,תל אביב ,5000,תל אביב - יפו ,4750 ,רח 4869 ,official ,4750
115106,51,תל אביב ,5000,תל אביב - יפו ,4751 ,רח 3879 ,official ,4751
115107,51,תל אביב ,5000,תל אביב - יפו ,4752 ,אונטרמן איסר יהודה ,official ,4752
115108,51,תל אביב ,5000,תל אביב - יפו ,13509,רח 4879 ,synonym of 4752 ,4752
115109,51,תל אביב ,5000,תל אביב - יפו ,13510,איסר יהודה אונטרמן ,synonym of 4752 ,4752
115110,51,תל אביב ,5000,תל אביב - יפו ,13511,אונטרמן ,synonym of 4752 ,4752
115111,51,תל אביב ,5000,תל אביב - יפו ,4753 ,רח 1289 ,official ,4753
115112,51,תל אביב ,5000,תל אביב - יפו ,4754 ,חפץ ישה ,official ,4754
115113,51,תל אביב ,5000,תל אביב - יפו ,13512,רח 2289 ,synonym of 4754 ,4754
115114,51,תל אביב ,5000,תל אביב - יפו ,13513,ישה חפץ ,synonym of 4754 ,4754
115115,51,תל אביב ,5000,תל אביב - יפו ,13514,חפץ ,synonym of 4754 ,4754
115116,51,תל אביב ,5000,תל אביב - יפו ,4755 ,ציונה שמשי ,official ,4755
115117,51,תל אביב ,5000,תל אביב - יפו ,13515,רח 3789 ,synonym of 4755 ,4755
115118,51,תל אביב ,5000,תל אביב - יפו ,13516,שמשי ציונה ,synonym of 4755 ,4755
115119,51,תל אביב ,5000,תל אביב - יפו ,4756 ,יעקב חודורוב ,official ,4756
115120,51,תל אביב ,5000,תל אביב - יפו ,13517,רח 4889 ,synonym of 4756 ,4756
115121,51,תל אביב ,5000,תל אביב - יפו ,13518,חודורוב יעקב ,synonym of 4756 ,4756
115122,51,תל אביב ,5000,תל אביב - יפו ,4757 ,רח 2299 ,official ,4757
115123,51,תל אביב ,5000,תל אביב - יפו ,4758 ,רח 3899 ,official ,4758
115124,51,תל אביב ,5000,תל אביב - יפו ,4759 ,ארסטידס סוזה מנדס ,official ,4759
115125,51,תל אביב ,5000,תל אביב - יפו ,13519,רח 2247 ,synonym of 4759 ,4759
115126,51,תל אביב ,5000,תל אביב - יפו ,13520,ארסטידס ,synonym of 4759 ,4759
115127,51,תל אביב ,5000,תל אביב - יפו ,13521,מנדס סוזה ,synonym of 4759 ,4759
115128,51,תל אביב ,5000,תל אביב - יפו ,13522,ארסטידס מנדס סוזה ,synonym of 4759 ,4759
115129,51,תל אביב ,5000,תל אביב - יפו ,4760 ,יעקב שבתאי ,official ,4760
115130,51,תל אביב ,5000,תל אביב - יפו ,13523,רח 2256 ,synonym of 4760 ,4760
115131,51,תל אביב ,5000,תל אביב - יפו ,13524,שבתאי יעקב ,synonym of 4760 ,4760
115132,51,תל אביב ,5000,תל אביב - יפו ,4763 ,רח מה ,official ,4763
115133,51,תל אביב ,5000,תל אביב - יפו ,4764 ,פרלוק משה ,official ,4764
115134,51,תל אביב ,5000,תל אביב - יפו ,13525,פרלוק ,synonym of 4764 ,4764
115135,51,תל אביב ,5000,תל אביב - יפו ,13526,משה פרלוק ,synonym of 4764 ,4764
115136,51,תל אביב ,5000,תל אביב - יפו ,4765 ,רח 4229 ,official ,4765
115137,51,תל אביב ,5000,תל אביב - יפו ,4767 ,רח 4226 ,official ,4767
115138,51,תל אביב ,5000,תל אביב - יפו ,4768 ,רח 4230 ,official ,4768
115139,51,תל אביב ,5000,תל אביב - יפו ,4769 ,זריצקי יוסף ,official ,4769
115140,51,תל אביב ,5000,תל אביב - יפו ,13527,זריצקי ,synonym of 4769 ,4769
115141,51,תל אביב ,5000,תל אביב - יפו ,13528,יוסף זריצקי ,synonym of 4769 ,4769
115142,51,תל אביב ,5000,תל אביב - יפו ,4770 ,רח 1287 ,official ,4770
115143,51,תל אביב ,5000,תל אביב - יפו ,4771 ,פן אלכסנדר ,official ,4771
115144,51,תל אביב ,5000,תל אביב - יפו ,13529,רח 1298 ,synonym of 4771 ,4771
115145,51,תל אביב ,5000,תל אביב - יפו ,13530,אלכסנדר פן ,synonym of 4771 ,4771
115146,51,תל אביב ,5000,תל אביב - יפו ,13531,פן ,synonym of 4771 ,4771
115147,51,תל אביב ,5000,תל אביב - יפו ,4773 ,מאייר מרדכי ,official ,4773
115148,51,תל אביב ,5000,תל אביב - יפו ,13532,רח 1299 ,synonym of 4773 ,4773
115149,51,תל אביב ,5000,תל אביב - יפו ,13533,מרדכי מאייר ,synonym of 4773 ,4773
115150,51,תל אביב ,5000,תל אביב - יפו ,13534,מאייר ,synonym of 4773 ,4773
115151,51,תל אביב ,5000,תל אביב - יפו ,13535,מרדכי מאיר ,synonym of 4773 ,4773
115152,51,תל אביב ,5000,תל אביב - יפו ,13536,מאיר מרדכי ,synonym of 4773 ,4773
115153,51,תל אביב ,5000,תל אביב - יפו ,4774 ,בקר אהרון ,official ,4774
115154,51,תל אביב ,5000,תל אביב - יפו ,13537,רח 1300 ,synonym of 4774 ,4774
115155,51,תל אביב ,5000,תל אביב - יפו ,13538,אהרון בקר ,synonym of 4774 ,4774
115156,51,תל אביב ,5000,תל אביב - יפו ,13539,בקר ,synonym of 4774 ,4774
115157,51,תל אביב ,5000,תל אביב - יפו ,4775 ,מילוא יוסף ,official ,4775
115158,51,תל אביב ,5000,תל אביב - יפו ,13540,רח 1301 ,synonym of 4775 ,4775
115159,51,תל אביב ,5000,תל אביב - יפו ,13541,יוסף מילוא ,synonym of 4775 ,4775
115160,51,תל אביב ,5000,תל אביב - יפו ,13542,מילוא ,synonym of 4775 ,4775
115161,51,תל אביב ,5000,תל אביב - יפו ,13543,מילא יוסף ,synonym of 4775 ,4775
115162,51,תל אביב ,5000,תל אביב - יפו ,13544,יוסף מילא ,synonym of 4775 ,4775
115163,51,תל אביב ,5000,תל אביב - יפו ,4776 ,שניצר שמואל ,official ,4776
115164,51,תל אביב ,5000,תל אביב - יפו ,13545,רח 2354 ,synonym of 4776 ,4776
115165,51,תל אביב ,5000,תל אביב - יפו ,13546,שמואל שניצר ,synonym of 4776 ,4776
115166,51,תל אביב ,5000,תל אביב - יפו ,13547,שניצר ,synonym of 4776 ,4776
115167,51,תל אביב ,5000,תל אביב - יפו ,4777 ,פאגלין עמיחי ,official ,4777
115168,51,תל אביב ,5000,תל אביב - יפו ,13548,רח 2350 ,synonym of 4777 ,4777
115169,51,תל אביב ,5000,תל אביב - יפו ,13549,עמיחי פאגלין ,synonym of 4777 ,4777
115170,51,תל אביב ,5000,תל אביב - יפו ,4778 ,ברלין אליהו ,official ,4778
115171,51,תל אביב ,5000,תל אביב - יפו ,13550,רח 2349 ,synonym of 4778 ,4778
115172,51,תל אביב ,5000,תל אביב - יפו ,13551,אליהו ברלין ,synonym of 4778 ,4778
115173,51,תל אביב ,5000,תל אביב - יפו ,13552,ברלין ,synonym of 4778 ,4778
115174,51,תל אביב ,5000,תל אביב - יפו ,4779 ,סטימצקי ,official ,4779
115175,51,תל אביב ,5000,תל אביב - יפו ,13553,סטמצקי ,synonym of 4779 ,4779
115176,51,תל אביב ,5000,תל אביב - יפו ,13554,רח 2245 ,synonym of 4779 ,4779
115177,51,תל אביב ,5000,תל אביב - יפו ,13555,סטימצקי אביגדור ,synonym of 4779 ,4779
115178,51,תל אביב ,5000,תל אביב - יפו ,4780 ,זליגמן מקס ,official ,4780
115179,51,תל אביב ,5000,תל אביב - יפו ,13556,מקס זליגמן ,synonym of 4780 ,4780
115180,51,תל אביב ,5000,תל אביב - יפו ,13557,מכס זליגמן ,synonym of 4780 ,4780
115181,51,תל אביב ,5000,תל אביב - יפו ,13558,זליגמן מכס ,synonym of 4780 ,4780
115182,51,תל אביב ,5000,תל אביב - יפו ,13559,זליגמן ,synonym of 4780 ,4780
115183,51,תל אביב ,5000,תל אביב - יפו ,13560,רח 2341 ,synonym of 4780 ,4780
115184,51,תל אביב ,5000,תל אביב - יפו ,4781 ,אבידן דוד ,official ,4781
115185,51,תל אביב ,5000,תל אביב - יפו ,13561,רח 2258 ,synonym of 4781 ,4781
115186,51,תל אביב ,5000,תל אביב - יפו ,13562,דוד אבידן ,synonym of 4781 ,4781
115187,51,תל אביב ,5000,תל אביב - יפו ,4782 ,רח 2301 ,official ,4782
115188,51,תל אביב ,5000,תל אביב - יפו ,4783 ,רח 2311 ,official ,4783
115189,51,תל אביב ,5000,תל אביב - יפו ,4784 ,סמ אלון ,official ,4784
115190,51,תל אביב ,5000,תל אביב - יפו ,4785 ,דבורה ,official ,4785
115191,51,תל אביב ,5000,תל אביב - יפו ,4786 ,תמיר שמואל ,official ,4786
115192,51,תל אביב ,5000,תל אביב - יפו ,13563,שמואל תמיר ,synonym of 4786 ,4786
115193,51,תל אביב ,5000,תל אביב - יפו ,13564,תמיר ,synonym of 4786 ,4786
115194,51,תל אביב ,5000,תל אביב - יפו ,13565,רח 2252 ,synonym of 4786 ,4786
115195,51,תל אביב ,5000,תל אביב - יפו ,4787 ,רח 2365 ,official ,4787
115196,51,תל אביב ,5000,תל אביב - יפו ,4788 ,רח 2300 ,official ,4788
115197,51,תל אביב ,5000,תל אביב - יפו ,4789 ,רח 2280 ,official ,4789
115198,51,תל אביב ,5000,תל אביב - יפו ,6000 ,כיכר אורלנד יעקב ,official ,6000
115199,51,תל אביב ,5000,תל אביב - יפו ,13566,ככר אורלנד יעקב ,synonym of 6000 ,6000
115200,51,תל אביב ,5000,תל אביב - יפו ,13567,ככר אורלנד ,synonym of 6000 ,6000
115201,51,תל אביב ,5000,תל אביב - יפו ,13568,אורלנד יעקב )כיכר( ,synonym of 6000 ,6000
115202,51,תל אביב ,5000,תל אביב - יפו ,13569,כיכר יעקב אורלנד ,synonym of 6000 ,6000
115203,51,תל אביב ,5000,תל אביב - יפו ,6001 ,ככר ב' בנובמבר ,official ,6001
115204,51,תל אביב ,5000,תל אביב - יפו ,13570,ככר ב בנובמבר ,synonym of 6001 ,6001
115205,51,תל אביב ,5000,תל אביב - יפו ,13571,שנים בנובמבר ,synonym of 6001 ,6001
115206,51,תל אביב ,5000,תל אביב - יפו ,13572,ככר שנים בנובמבר ,synonym of 6001 ,6001
115207,51,תל אביב ,5000,תל אביב - יפו ,13573,שני בנובמבר ,synonym of 6001 ,6001
115208,51,תל אביב ,5000,תל אביב - יפו ,13574,ב בנובמבר ,synonym of 6001 ,6001
115209,51,תל אביב ,5000,תל אביב - יפו ,6002 ,ככר הכנסת ,official ,6002
115210,51,תל אביב ,5000,תל אביב - יפו ,6003 ,ככר ביאליק ,official ,6003
115211,51,תל אביב ,5000,תל אביב - יפו ,6004 ,ככר דיזנגוף ,official ,6004
115212,51,תל אביב ,5000,תל אביב - יפו ,13575,מלון כיכר די ,synonym of 6004 ,6004
115213,51,תל אביב ,5000,תל אביב - יפו ,13576,אכסנית דיזנגוף ,synonym of 6004 ,6004
115214,51,תל אביב ,5000,תל אביב - יפו ,13577,מלון ככר דיזנגוף ,synonym of 6004 ,6004
115215,51,תל אביב ,5000,תל אביב - יפו ,13578,ככר צינה ,synonym of 6004 ,6004
115216,51,תל אביב ,5000,תל אביב - יפו ,13579,דיזנגוף ככר ,synonym of 6004 ,6004
115217,51,תל אביב ,5000,תל אביב - יפו ,13580,דיזינגוף ככר ,synonym of 6004 ,6004
115218,51,תל אביב ,5000,תל אביב - יפו ,13581,כיכר דיזנגוף ,synonym of 6004 ,6004
115219,51,תל אביב ,5000,תל אביב - יפו ,6005 ,ככר הבימה ,official ,6005
115220,51,תל אביב ,5000,תל אביב - יפו ,13582,התזמורת ככר ,synonym of 6005 ,6005
115221,51,תל אביב ,5000,תל אביב - יפו ,13583,ככר רובינא ,synonym of 6005 ,6005
115222,51,תל אביב ,5000,תל אביב - יפו ,13584,ככר חנה רובינא ,synonym of 6005 ,6005
115223,51,תל אביב ,5000,תל אביב - יפו ,13585,הבימה ככר ,synonym of 6005 ,6005
115224,51,תל אביב ,5000,תל אביב - יפו ,6006 ,ככר ההסתדרות ,official ,6006
115225,51,תל אביב ,5000,תל אביב - יפו ,13586,ההסתדרות ככר ,synonym of 6006 ,6006
115226,51,תל אביב ,5000,תל אביב - יפו ,6007 ,ככר היל ,official ,6007
115227,51,תל אביב ,5000,תל אביב - יפו ,13587,היל ככר ,synonym of 6007 ,6007
115228,51,תל אביב ,5000,תל אביב - יפו ,6008 ,ככר ברנשטין לאונר ,official ,6008
115229,51,תל אביב ,5000,תל אביב - יפו ,13588,ככר התזמורת ,synonym of 6008 ,6008
115230,51,תל אביב ,5000,תל אביב - יפו ,6009 ,ככר המדינה ,official ,6009
115231,51,תל אביב ,5000,תל אביב - יפו ,6010 ,ככר המושבות ,official ,6010
115232,51,תל אביב ,5000,תל אביב - יפו ,6011 ,ככר המלך אלברט ,official ,6011
115233,51,תל אביב ,5000,תל אביב - יפו ,13589,המלך אלברט ,synonym of 6011 ,6011
115234,51,תל אביב ,5000,תל אביב - יפו ,6012 ,ככר הסוכנות ,official ,6012
115235,51,תל אביב ,5000,תל אביב - יפו ,6013 ,ככר השוטר ,official ,6013
115236,51,תל אביב ,5000,תל אביב - יפו ,6014 ,ככר חסידי האומות ,official ,6014
